REF_AREA,Measure,OBS_VALUE,TIME_PERIOD
ZMB,Death rate from diabetes (age standardized),51.48,1997
ZMB,Death rate from diabetes (age standardized),52.28,1998
ZMB,Death rate from diabetes (age standardized),52.8,1999
ZMB,Death rate from diabetes (age standardized),53.26,2000
ZMB,Death rate from diabetes (age standardized),52.9,2001
ZMB,Death rate from diabetes (age standardized),52.84,2002
ZMB,Death rate from diabetes (age standardized),52.74,2003
ZMB,Death rate from diabetes (age standardized),52.29,2004
ZMB,Death rate from diabetes (age standardized),51.72,2005
ZMB,Death rate from diabetes (age standardized),51.49,2006
ZMB,Death rate from diabetes (age standardized),50.46,2007
ZMB,Death rate from diabetes (age standardized),49.58,2008
ZMB,Death rate from diabetes (age standardized),48.86,2009
ZMB,Death rate from diabetes (age standardized),49.0,2010
ZMB,Death rate from diabetes (age standardized),48.47,2011
ZMB,Death rate from diabetes (age standardized),47.29,2012
ZMB,Death rate from diabetes (age standardized),46.24,2013
ZMB,Death rate from diabetes (age standardized),45.34,2014
ZMB,Death rate from diabetes (age standardized),44.7,2015
ZMB,Death rate from diabetes (age standardized),43.98,2016
ZMB,Death rate from diabetes (age standardized),44.28,2017
ZMB,Death rate from diabetes (age standardized),44.43,2018
ZMB,Death rate from diabetes (age standardized),44.41,2019
ZWE,Death rate from diabetes (age standardized),35.94,1990
ZWE,Death rate from diabetes (age standardized),35.69,1991
ZWE,Death rate from diabetes (age standardized),36.2,1992
ZWE,Death rate from diabetes (age standardized),36.07,1993
ZWE,Death rate from diabetes (age standardized),35.93,1994
ZWE,Death rate from diabetes (age standardized),36.27,1995
ZWE,Death rate from diabetes (age standardized),35.92,1996
ZWE,Death rate from diabetes (age standardized),36.34,1997
ZWE,Death rate from diabetes (age standardized),38.67,1998
ZWE,Death rate from diabetes (age standardized),41.39,1999
ZWE,Death rate from diabetes (age standardized),44.97,2000
ZWE,Death rate from diabetes (age standardized),46.61,2001
ZWE,Death rate from diabetes (age standardized),49.11,2002
ZWE,Death rate from diabetes (age standardized),51.1,2003
ZWE,Death rate from diabetes (age standardized),53.13,2004
ZWE,Death rate from diabetes (age standardized),53.49,2005
ZWE,Death rate from diabetes (age standardized),54.77,2006
ZWE,Death rate from diabetes (age standardized),56.07,2007
ZWE,Death rate from diabetes (age standardized),58.52,2008
ZWE,Death rate from diabetes (age standardized),59.77,2009
ZWE,Death rate from diabetes (age standardized),59.67,2010
ZWE,Death rate from diabetes (age standardized),58.45,2011
ZWE,Death rate from diabetes (age standardized),57.76,2012
ZWE,Death rate from diabetes (age standardized),57.35,2013
ZWE,Death rate from diabetes (age standardized),57.74,2014
ZWE,Death rate from diabetes (age standardized),57.92,2015
ZWE,Death rate from diabetes (age standardized),57.93,2016
ZWE,Death rate from diabetes (age standardized),57.42,2017
ZWE,Death rate from diabetes (age standardized),57.12,2018
ZWE,Death rate from diabetes (age standardized),56.95,2019
AFG,Prevalence of diabetes,7.6,2011
AFG,Prevalence of diabetes,10.9,2021
ALB,Prevalence of diabetes,2.8,2011
ALB,Prevalence of diabetes,10.2,2021
DZA,Prevalence of diabetes,7.0,2011
DZA,Prevalence of diabetes,7.1,2021
ASM,Prevalence of diabetes,20.3,2021
AND,Prevalence of diabetes,5.4,2011
AND,Prevalence of diabetes,9.7,2021
AGO,Prevalence of diabetes,2.9,2011
AGO,Prevalence of diabetes,4.6,2021
ATG,Prevalence of diabetes,12.5,2011
ATG,Prevalence of diabetes,11.7,2021
ARG,Prevalence of diabetes,5.5,2011
ARG,Prevalence of diabetes,5.4,2021
ARM,Prevalence of diabetes,8.5,2011
ARM,Prevalence of diabetes,5.6,2021
ABW,Prevalence of diabetes,12.1,2000
ABW,Prevalence of diabetes,12.4,2011
ABW,Prevalence of diabetes,4.3,2021
AUS,Prevalence of diabetes,0.0,2000
AUS,Prevalence of diabetes,6.6,2011
AUS,Prevalence of diabetes,6.4,2021
AUT,Prevalence of diabetes,6.6,2011
AUT,Prevalence of diabetes,4.6,2021
AZE,Prevalence of diabetes,2.8,2011
AZE,Prevalence of diabetes,5.6,2021
BHS,Prevalence of diabetes,12.1,2011
BHS,Prevalence of diabetes,8.8,2021
BHR,Prevalence of diabetes,14.8,2000
BHR,Prevalence of diabetes,19.5,2011
BHR,Prevalence of diabetes,11.3,2021
BGD,Prevalence of diabetes,10.5,2011
BGD,Prevalence of diabetes,14.2,2021
BRB,Prevalence of diabetes,13.2,2000
BRB,Prevalence of diabetes,12.4,2011
BRB,Prevalence of diabetes,14.0,2021
BLR,Prevalence of diabetes,8.0,2011
BLR,Prevalence of diabetes,5.6,2021
BEL,Prevalence of diabetes,4.8,2011
BEL,Prevalence of diabetes,3.6,2021
BLZ,Prevalence of diabetes,17.0,2011
BLZ,Prevalence of diabetes,14.5,2021
BEN,Prevalence of diabetes,2.0,2011
BEN,Prevalence of diabetes,1.1,2021
BMU,Prevalence of diabetes,12.1,2000
BMU,Prevalence of diabetes,12.0,2011
BMU,Prevalence of diabetes,13.0,2021
BTN,Prevalence of diabetes,5.7,2011
BTN,Prevalence of diabetes,10.4,2021
BOL,Prevalence of diabetes,6.6,2011
BOL,Prevalence of diabetes,5.5,2021
BIH,Prevalence of diabetes,7.5,2011
BIH,Prevalence of diabetes,9.1,2021
BWA,Prevalence of diabetes,10.8,2011
BWA,Prevalence of diabetes,5.2,2021
BRA,Prevalence of diabetes,10.1,2011
BRA,Prevalence of diabetes,8.8,2021
VGB,Prevalence of diabetes,12.1,2000
VGB,Prevalence of diabetes,8.6,2011
VGB,Prevalence of diabetes,8.7,2021
BRN,Prevalence of diabetes,9.4,2011
BRN,Prevalence of diabetes,11.1,2021
BGR,Prevalence of diabetes,6.7,2011
BGR,Prevalence of diabetes,7.4,2021
BFA,Prevalence of diabetes,3.0,2011
BFA,Prevalence of diabetes,2.1,2021
BDI,Prevalence of diabetes,2.7,2011
BDI,Prevalence of diabetes,6.5,2021
KHM,Prevalence of diabetes,2.9,2011
KHM,Prevalence of diabetes,7.3,2021
CMR,Prevalence of diabetes,0.0,2000
CMR,Prevalence of diabetes,6.1,2011
CMR,Prevalence of diabetes,5.5,2021
CAN,Prevalence of diabetes,8.4,2011
CAN,Prevalence of diabetes,7.7,2021
CPV,Prevalence of diabetes,5.4,2011
CPV,Prevalence of diabetes,2.1,2021
CYM,Prevalence of diabetes,12.1,2000
CYM,Prevalence of diabetes,12.0,2011
CYM,Prevalence of diabetes,13.0,2021
CAF,Prevalence of diabetes,3.2,2011
CAF,Prevalence of diabetes,5.8,2021
TCD,Prevalence of diabetes,3.9,2011
TCD,Prevalence of diabetes,5.8,2021
OWID_CIS,Prevalence of diabetes,4.9,2011
OWID_CIS,Prevalence of diabetes,6.3,2021
CHL,Prevalence of diabetes,9.5,2011
CHL,Prevalence of diabetes,10.8,2021
CHN,Prevalence of diabetes,8.8,2011
CHN,Prevalence of diabetes,10.6,2021
COL,Prevalence of diabetes,9.8,2011
COL,Prevalence of diabetes,8.3,2021
COM,Prevalence of diabetes,8.4,2011
COM,Prevalence of diabetes,11.7,2021
COG,Prevalence of diabetes,5.5,2011
COG,Prevalence of diabetes,5.5,2021
CRI,Prevalence of diabetes,9.6,2011
CRI,Prevalence of diabetes,8.8,2021
CIV,Prevalence of diabetes,4.9,2011
CIV,Prevalence of diabetes,2.1,2021
HRV,Prevalence of diabetes,5.2,2011
HRV,Prevalence of diabetes,4.8,2021
CUB,Prevalence of diabetes,9.4,2011
CUB,Prevalence of diabetes,7.6,2021
CUW,Prevalence of diabetes,11.7,2021
CYP,Prevalence of diabetes,9.3,2011
CYP,Prevalence of diabetes,8.6,2021
CZE,Prevalence of diabetes,11.7,2000
CZE,Prevalence of diabetes,5.3,2011
CZE,Prevalence of diabetes,7.1,2021
COD,Prevalence of diabetes,3.1,2011
COD,Prevalence of diabetes,5.8,2021
DNK,Prevalence of diabetes,5.6,2011
DNK,Prevalence of diabetes,5.3,2021
DJI,Prevalence of diabetes,6.3,2011
DJI,Prevalence of diabetes,7.4,2021
DMA,Prevalence of diabetes,8.9,2011
DMA,Prevalence of diabetes,11.7,2021
DOM,Prevalence of diabetes,8.1,2011
DOM,Prevalence of diabetes,10.5,2021
,Prevalence of diabetes,8.026718,2011
,Prevalence of diabetes,9.865133,2021
TLS,Prevalence of diabetes,7.5,2011
TLS,Prevalence of diabetes,8.6,2021
ECU,Prevalence of diabetes,6.6,2011
ECU,Prevalence of diabetes,4.4,2021
EGY,Prevalence of diabetes,16.6,2011
EGY,Prevalence of diabetes,20.9,2021
SLV,Prevalence of diabetes,9.4,2011
SLV,Prevalence of diabetes,6.3,2021
GNQ,Prevalence of diabetes,4.2,2011
GNQ,Prevalence of diabetes,5.5,2021
ERI,Prevalence of diabetes,3.6,2011
ERI,Prevalence of diabetes,6.5,2021
EST,Prevalence of diabetes,7.0,2011
EST,Prevalence of diabetes,6.5,2021
SWZ,Prevalence of diabetes,3.1,2011
SWZ,Prevalence of diabetes,4.6,2021
ETH,Prevalence of diabetes,3.4,2011
ETH,Prevalence of diabetes,5.0,2021
,Prevalence of diabetes,6.5478244,2011
,Prevalence of diabetes,7.0390134,2021
,Prevalence of diabetes,6.01846,2011
,Prevalence of diabetes,6.6068335,2021
,Prevalence of diabetes,3.8,2021
FJI,Prevalence of diabetes,10.9,2011
FJI,Prevalence of diabetes,17.7,2021
FIN,Prevalence of diabetes,5.8,2011
FIN,Prevalence of diabetes,6.1,2021
FRA,Prevalence of diabetes,5.4,2011
FRA,Prevalence of diabetes,5.3,2021
PYF,Prevalence of diabetes,8.6,2011
PYF,Prevalence of diabetes,25.2,2021
GAB,Prevalence of diabetes,10.3,2011
GAB,Prevalence of diabetes,5.5,2021
GMB,Prevalence of diabetes,2.0,2011
GMB,Prevalence of diabetes,1.9,2021
GEO,Prevalence of diabetes,2.8,2011
GEO,Prevalence of diabetes,5.7,2021
DEU,Prevalence of diabetes,5.3,2011
DEU,Prevalence of diabetes,6.9,2021
GHA,Prevalence of diabetes,5.0,2011
GHA,Prevalence of diabetes,2.6,2021
GRC,Prevalence of diabetes,5.1,2011
GRC,Prevalence of diabetes,6.4,2021
GRL,Prevalence of diabetes,3.3,2021
GRD,Prevalence of diabetes,12.1,2000
GRD,Prevalence of diabetes,8.6,2011
GRD,Prevalence of diabetes,12.6,2021
GUM,Prevalence of diabetes,8.6,2011
GUM,Prevalence of diabetes,19.1,2021
GTM,Prevalence of diabetes,9.3,2011
GTM,Prevalence of diabetes,13.1,2021
GIN,Prevalence of diabetes,4.4,2011
GIN,Prevalence of diabetes,2.1,2021
GNB,Prevalence of diabetes,3.0,2011
GNB,Prevalence of diabetes,2.1,2021
GUY,Prevalence of diabetes,16.7,2011
GUY,Prevalence of diabetes,11.7,2021
HTI,Prevalence of diabetes,6.6,2011
HTI,Prevalence of diabetes,8.9,2021
,Prevalence of diabetes,7.8176446,2011
,Prevalence of diabetes,8.383028,2021
HND,Prevalence of diabetes,6.7,2011
HND,Prevalence of diabetes,5.1,2021
HKG,Prevalence of diabetes,12.1,2000
HKG,Prevalence of diabetes,7.6,2011
HKG,Prevalence of diabetes,7.8,2021
HUN,Prevalence of diabetes,6.0,2011
HUN,Prevalence of diabetes,7.0,2021
ISL,Prevalence of diabetes,3.2,2011
ISL,Prevalence of diabetes,5.5,2021
IND,Prevalence of diabetes,9.0,2011
IND,Prevalence of diabetes,9.6,2021
IDN,Prevalence of diabetes,5.1,2011
IDN,Prevalence of diabetes,10.6,2021
IRN,Prevalence of diabetes,11.1,2011
IRN,Prevalence of diabetes,9.1,2021
IRQ,Prevalence of diabetes,9.1,2011
IRQ,Prevalence of diabetes,10.7,2021
IRL,Prevalence of diabetes,5.2,2011
IRL,Prevalence of diabetes,3.0,2021
IMN,Prevalence of diabetes,6.3,2021
ISR,Prevalence of diabetes,7.4,2011
ISR,Prevalence of diabetes,8.5,2021
ITA,Prevalence of diabetes,5.1,2011
ITA,Prevalence of diabetes,6.4,2021
JAM,Prevalence of diabetes,15.7,2011
JAM,Prevalence of diabetes,11.1,2021
JPN,Prevalence of diabetes,7.7,2011
JPN,Prevalence of diabetes,6.6,2021
JOR,Prevalence of diabetes,12.1,2011
JOR,Prevalence of diabetes,15.4,2021
KAZ,Prevalence of diabetes,7.7,2011
KAZ,Prevalence of diabetes,6.6,2021
KEN,Prevalence of diabetes,5.1,2011
KEN,Prevalence of diabetes,4.0,2021
KIR,Prevalence of diabetes,25.3,2011
KIR,Prevalence of diabetes,22.1,2021
KWT,Prevalence of diabetes,20.7,2011
KWT,Prevalence of diabetes,24.9,2021
KGZ,Prevalence of diabetes,6.3,2011
KGZ,Prevalence of diabetes,6.6,2021
LAO,Prevalence of diabetes,3.3,2011
LAO,Prevalence of diabetes,6.2,2021
,Prevalence of diabetes,10.262835,2011
,Prevalence of diabetes,9.866674,2021
LVA,Prevalence of diabetes,7.8,2011
LVA,Prevalence of diabetes,5.9,2021
LBN,Prevalence of diabetes,19.6,2011
LBN,Prevalence of diabetes,8.0,2021
LSO,Prevalence of diabetes,3.4,2011
LSO,Prevalence of diabetes,4.6,2021
LBR,Prevalence of diabetes,3.3,2011
LBR,Prevalence of diabetes,2.1,2021
LBY,Prevalence of diabetes,13.8,2011
LBY,Prevalence of diabetes,8.7,2021
LIE,Prevalence of diabetes,4.7,2011
LIE,Prevalence of diabetes,6.1,2021
LTU,Prevalence of diabetes,7.8,2011
LTU,Prevalence of diabetes,5.8,2021
,Prevalence of diabetes,4.9390316,2011
,Prevalence of diabetes,6.8022056,2021
,Prevalence of diabetes,7.942971,2011
,Prevalence of diabetes,10.517247,2021
LUX,Prevalence of diabetes,4.5,2011
LUX,Prevalence of diabetes,5.9,2021
MAC,Prevalence of diabetes,7.2,2011
MAC,Prevalence of diabetes,7.8,2021
MDG,Prevalence of diabetes,4.7,2011
MDG,Prevalence of diabetes,4.6,2021
MWI,Prevalence of diabetes,5.6,2011
MWI,Prevalence of diabetes,7.3,2021
MYS,Prevalence of diabetes,12.1,2011
MYS,Prevalence of diabetes,19.0,2021
MDV,Prevalence of diabetes,9.2,2011
MDV,Prevalence of diabetes,9.2,2021
MLI,Prevalence of diabetes,1.9,2011
MLI,Prevalence of diabetes,2.1,2021
MLT,Prevalence of diabetes,6.6,2011
MLT,Prevalence of diabetes,8.0,2021
MHL,Prevalence of diabetes,21.8,2011
MHL,Prevalence of diabetes,23.0,2021
MRT,Prevalence of diabetes,4.3,2011
MRT,Prevalence of diabetes,2.1,2021
